,Customer_ID,Gender,Age,Married, Dependents,City,Zip_Code,Referrals,Tenure,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium Tech Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
6517,9249-FXSCK,Female,20,No,0,Acampo,95220,0,52,Offer B,Yes,33,Yes,Yes,Fiber Optic,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,111,5916,1,0,1751,7667,Churned,Competitor,Competitor offered more data
6518,9250-WYPLL,Female,20,No,0,Fallbrook,92028,0,5,None,Yes,35,Yes,Yes,Fiber Optic,58,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75,413,0,0,176,589,Churned,Competitor,Competitor made better offer
6519,9251-AWQGT,Female,19,Yes,3,Palmdale,93591,2,48,None,Yes,9,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,935,0,0,468,1404,Stayed,Not Applicable,Not Applicable
6520,9251-WNSOD,Female,23,Yes,0,Bakersfield,93311,10,67,Offer A,Yes,4,Yes,Yes,DSL,58,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Mailed Check,75,5064,0,0,315,5380,Stayed,Not Applicable,Not Applicable
6521,9253-QXKBE,Male,73,Yes,0,Morgan Hill,95037,1,29,None,Yes,6,Yes,Yes,Fiber Optic,21,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94,2653,0,0,181,2834,Churned,Competitor,Competitor had better devices
6522,9253-VIFJQ,Male,50,Yes,0,Chualar,93925,6,65,Offer B,Yes,39,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,67,4309,0,0,2566,6876,Stayed,Not Applicable,Not Applicable
6523,9254-RBFON,Female,38,Yes,0,Klamath River,96050,1,17,Offer D,Yes,5,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98,1704,0,0,91,1796,Churned,Competitor,Competitor had better devices
6524,9256-JTBNZ,Female,40,No,0,Potter Valley,95469,0,11,None,Yes,48,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20,246,0,0,538,784,Stayed,Not Applicable,Not Applicable
6525,9257-AZMTZ,Female,22,Yes,1,Glendale,91205,10,52,None,Yes,2,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20,1078,17,0,126,1188,Stayed,Not Applicable,Not Applicable
6526,9258-CNWAC,Female,23,Yes,2,Long Beach,90813,2,71,Offer A,Yes,4,Yes,Yes,Fiber Optic,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113,8166,0,0,306,8473,Stayed,Not Applicable,Not Applicable
6527,9259-PACGQ,Female,19,Yes,0,Los Angeles,90026,1,34,None,Yes,41,Yes,Yes,Cable,71,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62,2274,0,0,1404,3679,Churned,Competitor,Competitor had better devices
6528,9261-WDCAF,Male,64,No,0,Bonita,91902,0,3,None,Yes,33,No,Yes,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,-5,189,0,0,100,289,Joined,Not Applicable,Not Applicable
6529,9269-CQOOL,Male,58,No,0,Trinidad,95570,0,3,Offer E,Yes,2,No,Yes,DSL,17,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,54,169,0,0,8,178,Churned,Competitor,Competitor had better devices
6530,9272-LSVYH,Male,23,No,0,Courtland,95615,0,10,None,Yes,4,No,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70,735,0,0,42,778,Stayed,Not Applicable,Not Applicable
6531,9274-CNFMO,Male,76,Yes,0,Pacoima,91331,1,4,None,Yes,28,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74,308,0,0,112,421,Churned,Competitor,Competitor offered more data
6532,9274-UARKJ,Female,60,No,0,Modesto,95351,0,15,None,Yes,10,No,Yes,Fiber Optic,29,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83,1130,0,0,156,1286,Stayed,Not Applicable,Not Applicable
6533,9277-JOOMO,Female,27,No,0,Garberville,95542,0,3,None,Yes,26,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24,86,0,0,78,165,Joined,Not Applicable,Not Applicable
6534,9278-VZKCD,Female,67,Yes,0,Norco,92860,1,52,None,Yes,4,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109,5647,0,0,213,5861,Stayed,Not Applicable,Not Applicable
6535,9279-CJEOJ,Female,77,No,0,Anaheim,92801,0,21,None,Yes,37,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95,2025,0,0,785,2810,Stayed,Not Applicable,Not Applicable
6536,9281-CEDRU,Female,23,Yes,0,Salton City,92275,2,68,None,Yes,8,No,Yes,DSL,53,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,64,4326,19,0,586,4893,Stayed,Not Applicable,Not Applicable
6537,9281-OFDMF,Male,76,No,0,Meadow Valley,95956,0,39,None,Yes,20,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90,3413,0,0,782,4195,Stayed,Not Applicable,Not Applicable
6538,9281-PKKZE,Female,47,Yes,0,Azusa,91702,1,46,None,No,0,No,Yes,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43,2007,0,0,0,2007,Stayed,Not Applicable,Not Applicable
6539,9282-IZGQK,Female,51,No,0,Irvine,92612,0,1,Offer E,Yes,30,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,85,0,0,30,115,Churned,Other,Don't know
6540,9283-LZQOH,Male,36,Yes,0,Antelope,95843,1,13,None,Yes,2,Yes,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74,896,0,0,37,934,Churned,Competitor,Competitor made better offer
6541,9286-BHDQG,Male,46,Yes,0,Thousand Oaks,91362,11,72,Offer A,No,0,No,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45,3139,0,0,0,3139,Stayed,Not Applicable,Not Applicable
6542,9286-DOJGF,Female,66,Yes,0,Lotus,95651,5,38,None,Yes,15,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74,2869,0,0,599,3469,Churned,Dissatisfaction,Product dissatisfaction
6543,9289-LBQVU,Male,24,Yes,0,Hemet,92545,5,64,None,Yes,32,Yes,Yes,DSL,26,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70,4480,0,0,2107,6588,Stayed,Not Applicable,Not Applicable
6544,9290-SHCMB,Female,74,No,0,Brownsville,95919,0,13,None,Yes,26,No,Yes,Fiber Optic,24,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96,1235,0,0,346,1582,Stayed,Not Applicable,Not Applicable
6545,9294-TDIPC,Male,59,No,1,San Diego,92110,0,5,Offer E,Yes,12,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-10,83,0,0,61,144,Stayed,Not Applicable,Not Applicable
6546,9297-EONCV,Female,47,No,0,Fremont,94536,0,72,Offer A,Yes,44,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,91,6697,0,0,3183,9880,Stayed,Not Applicable,Not Applicable
6547,9297-FVVDH,Female,33,Yes,0,Hemet,92545,2,57,Offer B,Yes,10,Yes,Yes,DSL,16,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84,4845,0,0,572,5418,Stayed,Not Applicable,Not Applicable
6548,9298-WGMRW,Female,26,Yes,0,Echo Lake,95721,4,72,Offer A,Yes,24,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115,8312,0,0,1751,10063,Stayed,Not Applicable,Not Applicable
6549,9300-AGZNL,Male,76,No,0,Elk Creek,95939,0,1,None,Yes,21,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94,94,0,0,21,115,Churned,Dissatisfaction,Product dissatisfaction
6550,9300-RENDD,Male,56,No,0,Cedar Glen,92321,0,1,Offer E,Yes,3,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79,79,0,0,3,83,Churned,Attitude,Attitude of support person
6551,9305-CDSKC,Female,31,No,2,Los Angeles,90006,0,8,None,Yes,12,Yes,Yes,Cable,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,820,0,0,97,917,Churned,Other,Moved
6552,9306-CPCBC,Female,44,No,0,Moreno Valley,92555,0,3,None,Yes,35,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74,210,0,0,106,316,Churned,Competitor,Competitor made better offer
6553,9308-ANMVE,Male,52,No,2,Los Olivos,93441,0,47,Offer B,Yes,25,No,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55,2654,0,0,1186,3840,Stayed,Not Applicable,Not Applicable
6554,9309-BZGNT,Male,69,Yes,0,Pine Valley,91962,7,69,None,No,0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29,2134,0,0,0,2134,Stayed,Not Applicable,Not Applicable
6555,9313-CDOGY,Male,40,Yes,2,Imperial Beach,91932,3,38,None,Yes,24,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19,717,0,0,918,1635,Stayed,Not Applicable,Not Applicable
6556,9313-QOLTZ,Male,31,No,0,Chester,96020,0,26,Offer C,Yes,31,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,518,0,0,824,1343,Stayed,Not Applicable,Not Applicable
6557,9314-IJWSQ,Female,46,Yes,3,Meridian,95957,1,14,Offer D,Yes,26,Yes,Yes,Fiber Optic,53,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84,1203,0,0,372,1576,Stayed,Not Applicable,Not Applicable
6558,9314-QDMDW,Male,29,No,0,Los Alamos,93440,0,11,Offer D,Yes,27,No,Yes,Cable,59,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,61,729,0,0,306,1036,Stayed,Not Applicable,Not Applicable
6559,9317-WZPGV,Female,74,No,0,Paskenta,96074,0,2,Offer E,Yes,39,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,79,159,0,10,79,248,Churned,Price,Extra data charges
6560,9318-NKNFC,Male,53,No,0,Twain,95984,0,1,None,Yes,40,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,18,18,0,0,40,59,Churned,Dissatisfaction,Service dissatisfaction
6561,9323-HGFWY,Female,55,Yes,0,Porter Ranch,91326,0,27,Offer C,Yes,20,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101,2681,0,0,540,3221,Stayed,Not Applicable,Not Applicable
6562,9327-QSDED,Male,44,No,0,Quincy,95971,0,8,None,Yes,7,No,Yes,DSL,23,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,43,335,0,10,56,401,Stayed,Not Applicable,Not Applicable
6563,9330-DHBFL,Female,29,Yes,0,San Jose,95130,4,23,None,Yes,11,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66,1533,23,0,262,1772,Stayed,Not Applicable,Not Applicable
6564,9330-IJWIO,Female,54,No,0,Kirkwood,95646,0,13,Offer D,Yes,6,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100,1358,34,0,88,1412,Churned,Price,Price too high
6565,9330-VOFSZ,Female,34,Yes,0,Princeton,95970,1,60,Offer B,Yes,30,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110,6640,9,0,1813,8444,Stayed,Not Applicable,Not Applicable
6566,9332-GYWLO,Female,23,Yes,2,Fall River Mills,96028,3,6,None,Yes,30,No,Yes,DSL,48,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54,355,39,0,181,496,Stayed,Not Applicable,Not Applicable
6567,9334-GWGOW,Male,68,Yes,0,Mc Kittrick,93251,2,7,None,Yes,6,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-4,485,0,0,47,532,Stayed,Not Applicable,Not Applicable
6568,9337-SRRNI,Male,64,No,3,Rio Oso,95674,0,66,Offer A,Yes,23,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,1673,0,0,1571,3245,Stayed,Not Applicable,Not Applicable
6569,9339-FIIJL,Male,57,Yes,0,Avenal,93204,2,72,Offer A,Yes,10,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85,6151,0,0,789,6941,Stayed,Not Applicable,Not Applicable
6570,9342-VNIMQ,Male,62,No,0,La Honda,94020,0,33,Offer C,Yes,5,Yes,Yes,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54,1665,0,0,195,1860,Stayed,Not Applicable,Not Applicable
6571,9347-AERRL,Male,60,Yes,0,Desert Hot Springs,92240,3,23,None,Yes,36,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19,486,0,0,831,1317,Stayed,Not Applicable,Not Applicable
6572,9348-ROUAI,Female,50,Yes,2,Honeydew,95545,5,59,Offer B,Yes,47,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90,5194,0,0,2775,7970,Stayed,Not Applicable,Not Applicable
6573,9348-YVOMK,Male,28,No,0,Anaheim,92802,0,4,Offer E,Yes,43,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44,176,0,0,175,351,Stayed,Not Applicable,Not Applicable
6574,9350-VLHMB,Male,38,Yes,3,Volcano,95689,4,67,Offer A,Yes,6,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89,6373,0,0,412,6785,Stayed,Not Applicable,Not Applicable
6575,9350-ZXYJC,Female,24,No,0,La Crescenta,91214,0,4,Offer E,Yes,9,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25,116,0,0,39,155,Stayed,Not Applicable,Not Applicable
6576,9351-HXDMR,Male,37,Yes,0,Lytle Creek,92358,6,72,Offer A,Yes,46,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110,8240,0,0,3323,11564,Stayed,Not Applicable,Not Applicable
6577,9351-LZYGF,Female,56,Yes,0,Bodega,94922,4,42,None,Yes,36,Yes,Yes,DSL,30,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,66,2727,0,0,1526,4254,Stayed,Not Applicable,Not Applicable
6578,9355-NPPFS,Female,70,No,0,Fremont,94538,0,26,None,Yes,19,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78,2006,0,0,499,2505,Stayed,Not Applicable,Not Applicable
6579,9356-AXGMP,Male,59,Yes,0,Somerset,95684,9,38,Offer C,Yes,42,Yes,Yes,Fiber Optic,15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110,4428,0,0,1599,6027,Stayed,Not Applicable,Not Applicable
6580,9357-UJRUN,Male,50,Yes,0,Carlotta,95528,5,24,None,Yes,34,Yes,Yes,Cable,4,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,58,1346,0,0,816,2163,Stayed,Not Applicable,Not Applicable
6581,9359-JANWS,Female,22,Yes,0,North Hills,91343,5,65,None,Yes,34,No,Yes,DSL,71,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,58,3857,0,0,2230,6087,Stayed,Not Applicable,Not Applicable
6582,9359-UGBTK,Female,63,No,0,Lockeford,95237,0,67,None,Yes,5,No,Yes,Cable,9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,72,4991,0,0,361,5352,Stayed,Not Applicable,Not Applicable
6583,9360-AHGNL,Female,74,Yes,0,Concord,94519,7,43,Offer B,Yes,8,Yes,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109,4830,0,0,376,5206,Churned,Dissatisfaction,Limited range of services
6584,9360-OMDZZ,Male,60,No,0,Herald,95638,0,24,Offer C,Yes,30,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94,2322,0,110,730,3162,Stayed,Not Applicable,Not Applicable
6585,9361-YNQWJ,Female,36,No,0,Oakland,94609,0,64,Offer B,Yes,15,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24,1601,0,0,1019,2620,Stayed,Not Applicable,Not Applicable
6586,9362-MWODR,Female,63,No,1,San Mateo,94404,0,40,None,Yes,20,No,Yes,DSL,10,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64,2460,0,0,805,3265,Stayed,Not Applicable,Not Applicable
6587,9364-YKUVW,Male,53,No,0,Valley Center,92082,0,15,None,Yes,16,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,19,309,0,0,241,551,Stayed,Not Applicable,Not Applicable
6588,9365-CSLBQ,Male,36,No,3,Richgrove,93261,0,71,None,Yes,4,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1654,0,0,347,2001,Stayed,Not Applicable,Not Applicable
6589,9365-SRSZE,Male,71,Yes,0,Los Angeles,90036,0,27,Offer C,Yes,30,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70,1943,29,0,823,2737,Stayed,Not Applicable,Not Applicable
6590,9367-OIUXP,Male,28,No,0,Laton,93242,0,4,None,Yes,45,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,73,0,0,181,254,Stayed,Not Applicable,Not Applicable
6591,9367-TCUYN,Female,25,No,0,Los Angeles,90066,0,12,Offer D,Yes,8,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,223,0,0,105,329,Stayed,Not Applicable,Not Applicable
6592,9367-WXLCH,Male,51,No,2,Glendale,91204,0,8,Offer E,Yes,25,Yes,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84,662,33,0,205,835,Churned,Price,Extra data charges
6593,9369-XFEHK,Female,76,Yes,0,Pleasanton,94566,1,33,None,Yes,33,Yes,Yes,Cable,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,2656,0,0,1095,3751,Churned,Competitor,Competitor offered more data
6594,9371-BITHB,Female,27,Yes,1,Gustine,95322,1,52,Offer B,Yes,3,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19,1070,0,0,177,1247,Stayed,Not Applicable,Not Applicable
6595,9372-TXXPS,Female,49,Yes,0,Burson,95225,7,60,Offer B,Yes,41,No,Yes,Cable,21,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,59,3483,0,0,2484,5967,Stayed,Not Applicable,Not Applicable
6596,9373-WSLOY,Male,80,Yes,0,Carlsbad,92008,1,33,None,No,0,No,Yes,DSL,4,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,50,1750,0,0,0,1750,Stayed,Not Applicable,Not Applicable
6597,9374-YOLBJ,Female,29,Yes,5,Upper Lake,95485,9,1,Offer E,Yes,25,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19,19,0,0,25,44,Joined,Not Applicable,Not Applicable
6598,9375-MHRRS,Male,37,No,0,San Jose,95125,0,6,Offer E,Yes,23,No,Yes,DSL,13,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,50,288,0,40,138,466,Stayed,Not Applicable,Not Applicable
6599,9378-FXTIZ,Female,50,Yes,0,San Diego,92119,1,54,None,Yes,42,Yes,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,70,3715,0,0,2273,5989,Churned,Dissatisfaction,Network reliability
6600,9381-NDKME,Female,74,Yes,0,El Monte,91731,1,24,Offer C,No,0,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40,933,0,0,0,933,Churned,Dissatisfaction,Limited range of services
6601,9385-EHGDO,Female,37,Yes,1,Lakeside,92040,5,35,None,Yes,9,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19,739,2,0,316,1053,Stayed,Not Applicable,Not Applicable
6602,9385-NXKDA,Female,53,Yes,0,Hesperia,92345,7,72,Offer A,Yes,17,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82,5919,0,0,1244,7163,Stayed,Not Applicable,Not Applicable
6603,9386-LDCZR,Male,19,No,0,San Ardo,93450,0,43,Offer B,Yes,36,No,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90,3882,0,0,1581,5463,Stayed,Not Applicable,Not Applicable
6604,9388-ZEYVT,Male,63,No,0,Gardena,90247,0,43,Offer B,No,0,No,Yes,DSL,11,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,-6,1931,0,0,0,1931,Stayed,Not Applicable,Not Applicable
6605,9389-ACWBI,Female,47,Yes,2,Richvale,95974,1,5,None,Yes,1,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69,320,0,0,6,327,Stayed,Not Applicable,Not Applicable
6606,9391-DXGGG,Female,70,No,0,Sacramento,95832,0,44,Offer B,Yes,35,No,Yes,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,89,3990,0,0,1557,5547,Stayed,Not Applicable,Not Applicable
6607,9391-EOYLI,Male,77,Yes,0,Lewiston,96052,1,12,Offer D,Yes,6,No,Yes,Fiber Optic,19,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,950,0,0,83,1033,Churned,Competitor,Competitor made better offer
6608,9391-LMANN,Male,38,No,3,Pico Rivera,90660,0,53,Offer B,Yes,33,No,Yes,Fiber Optic,56,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,95,5036,0,0,1788,6825,Stayed,Not Applicable,Not Applicable
6609,9391-TTOYH,Female,33,No,0,Oakland,94611,0,23,Offer D,Yes,13,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19,470,0,0,321,791,Stayed,Not Applicable,Not Applicable
6610,9391-YZEJW,Female,42,No,0,Mountain View,94043,0,62,Offer B,Yes,32,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94,5757,0,0,2001,7759,Stayed,Not Applicable,Not Applicable
6611,9392-XBGTD,Male,42,No,2,Aptos,95003,0,27,None,Yes,8,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20,581,0,0,230,812,Stayed,Not Applicable,Not Applicable
6612,9396-ZSFLL,Female,64,No,0,Carpinteria,93013,0,15,None,Yes,13,Yes,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,48,631,32,0,203,803,Stayed,Not Applicable,Not Applicable
6613,9397-TZSHA,Female,24,No,0,Watsonville,95076,0,69,Offer A,Yes,36,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24,1678,28,0,2518,4168,Stayed,Not Applicable,Not Applicable
6614,9398-MMQTO,Male,41,No,0,Borrego Springs,92004,0,3,None,Yes,34,No,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,74,221,0,70,104,395,Joined,Not Applicable,Not Applicable
6615,9399-APLBT,Female,52,Yes,0,Rialto,92377,0,1,None,Yes,21,No,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74,74,0,0,21,96,Churned,Competitor,Competitor had better devices
6616,9402-CXWPL,Female,25,No,0,Birds Landing,94512,0,70,Offer A,Yes,8,Yes,Yes,Fiber Optic,59,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98,6838,0,0,587,7425,Stayed,Not Applicable,Not Applicable
6617,9402-ORRAH,Female,80,No,0,La Canada Flintridge,91011,0,15,None,Yes,39,No,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,91,1400,48,0,593,1945,Stayed,Not Applicable,Not Applicable
6618,9402-ROUMJ,Female,52,Yes,3,La Habra,90631,10,67,Offer A,Yes,3,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100,6689,0,0,203,6892,Stayed,Not Applicable,Not Applicable
6619,9405-GPBBG,Female,42,No,0,Carmel By The Sea,93921,0,64,None,Yes,5,Yes,Yes,Fiber Optic,24,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,110,7069,0,60,363,7492,Stayed,Not Applicable,Not Applicable
6620,9408-HRXRK,Female,63,Yes,1,Annapolis,95412,9,45,None,Yes,47,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105,4730,0,0,2136,6867,Stayed,Not Applicable,Not Applicable
6621,9408-SSNVZ,Female,39,No,2,Stevenson Ranch,91381,0,4,None,Yes,29,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,268,21,0,117,364,Churned,Other,Don't know
